player_id,name,position,secondary_positions,jersey_number,height,weight,birth_date,college,years_exp,games,games_started,scout_grade,awards,notes
,Ben Davidson,EDGE,,0,80,275,1940-06-14,,,14,,,,nflverse
,Bill Budness,LB,,0,74,218,1943-01-30,,,14,,,,nflverse
,Bill Fairband,LB,,0,75,228,1941-06-11,,,14,,,,nflverse
,Bill Laskey,LB,,0,75,235,1943-02-10,,,14,,,,nflverse
,Bill Miller,WR,,0,73,195,1940-04-17,,,14,,,,nflverse
,Billy Cannon,TE,,0,73,207,1937-08-02,,,14,,,,nflverse
,Bob Kruse,LG,RG,0,74,259,1942-02-10,,,14,,,,nflverse
,Bob Svihus,LT,RT,0,76,245,1943-06-21,,,14,,,,nflverse
,Carleton Oats,DT,,0,75,260,1942-04-24,,,14,,,,nflverse
,Clem Daniels,RB,,0,73,220,1935-10-03,,,14,,,,nflverse
,Dan Archer,LT,RT,0,77,245,1944-09-29,,,14,,,,nflverse
,Dan Birdwell,DT,,0,76,250,1940-10-14,,,14,,,,nflverse
,Dan Conners,LB,,0,74,230,1941-02-06,,,14,,,,nflverse
,Daryle Lamonica,QB,,3,75,215,1941-07-17,,,14,,,,nflverse
,Dave Grayson,CB,,0,70,187,1939-06-06,,,14,,,,nflverse
,Dave Kocourek,TE,,0,77,240,1937-08-20,,,14,,,,nflverse
,Duane Benson,LB,,0,74,215,1945-08-05,,,14,,,,nflverse
,Estes Banks,RB,,0,75,215,1945-12-18,,,14,,,,nflverse
,Fred Biletnikoff,WR,,0,73,190,1943-02-23,,,14,,,,nflverse
,Gene Upshaw,LG,RG,0,77,255,1945-08-15,,,14,,,,nflverse
,George Blanda,QB,,0,74,215,1927-09-17,,,14,,,,nflverse
,Gus Otto,LB,,0,73,220,1943-12-08,,,14,,,,nflverse
,Harry Schuh,LT,RT,0,75,260,1942-09-25,,,14,,,,nflverse
,Hewritt Dixon,RB,,0,73,230,1940-01-08,,,14,,,,nflverse
,Howie Williams,CB,,0,73,190,1936-12-04,,,14,,,,nflverse
,Ike Lassiter,EDGE,,0,77,270,1940-11-15,,,14,,,,nflverse
,J.R. Williamson,LB,,0,74,220,1941-10-09,,,14,,,,nflverse
,Jim Harvey,LG,RG,0,77,255,1943-08-20,,,14,,,,nflverse
,Jim Otto,C,,0,74,255,1938-01-05,,,14,,,,nflverse
,Ken Herock,TE,,0,74,230,1941-07-16,,,14,,,,nflverse
,Kent McCloughan,CB,,0,73,190,1940-02-12,,,14,,,,nflverse
,Larry Todd,RB,,0,73,185,1942-10-07,,,14,,,,nflverse
,Mike Eischeid,P,,0,72,190,1940-09-29,,,14,,,,nflverse
,Pete Banaszak,RB,,0,71,210,1944-05-21,,,14,,,,nflverse
,Richard Sligh,DT,,0,84,300,1944-08-18,,,14,,,,nflverse
,Rod Sherman,WR,,0,72,190,1944-12-25,,,14,,,,nflverse
,Rodger Bird,CB,,0,72,200,1943-07-02,,,14,,,,nflverse
,Roger Hagberg,RB,,0,73,215,1939-02-28,,,14,,,,nflverse
,Tom Keating,DT,,0,74,247,1942-09-02,,,14,,,,nflverse
,Warren Powers,CB,,0,72,185,1941-02-19,,,14,,,,nflverse
,Warren Wells,WR,,0,73,190,1942-11-14,,,14,,,,nflverse
,Wayne Hawkins,LG,RG,0,72,240,1938-06-17,,,14,,,,nflverse
,Willie Brown,CB,,0,73,195,1940-12-02,,,14,,,,nflverse
