player_id,name,position,secondary_positions,jersey_number,height,weight,birth_date,college,years_exp,games,games_started,scout_grade,awards,notes
,A.J. Duhe,EDGE,,0,76,247,1955-11-27,,,14,,,,nflverse
,Andre Tillman,TE,,0,76,230,1952-11-01,,,14,,,,nflverse
,Bo Rather,WR,,0,73,184,1950-10-07,,,14,,,,nflverse
,Bob Baumhower,DT,,0,77,258,1955-08-04,,,14,,,,nflverse
,Bob Griese,QB,,0,73,190,1945-02-03,,,14,,,,nflverse
,Bob Kuechenberg,LG,RG,0,74,248,1947-10-14,,,14,,,,nflverse
,Bob Matheson,LB,,0,76,235,1944-11-25,,,14,,,,nflverse
,Bob Simpson,EDGE,,0,77,235,1954-03-29,,,14,,,,nflverse
,Bruce Hardy,TE,,0,77,235,1956-06-01,,,14,,,,nflverse
,Carl Barisich,DT,,0,76,258,1951-07-12,,,14,,,,nflverse
,Charles Cornelius,CB,,0,69,176,1952-07-27,,,14,,,,nflverse
,Charlie Babb,S,,0,72,190,1950-02-04,,,14,,,,nflverse
,Curtis Johnson,CB,,0,73,196,1948-06-22,,,14,,,,nflverse
,Delvin Williams,RB,,0,72,195,1951-04-17,,,14,,,,nflverse
,Don Strock,QB,,0,77,220,1950-11-27,,,14,,,,nflverse
,Doug Betters,EDGE,,0,79,250,1956-06-11,,,14,,,,nflverse
,Duriel Harris,WR,,0,71,175,1954-11-27,,,14,,,,nflverse
,Earnest Rhone,LB,,0,74,212,1953-08-20,,,14,,,,nflverse
,Ed Newman,LG,RG,0,74,245,1951-06-04,,,14,,,,nflverse
,Eric Laakso,LT,RT,0,76,265,1956-11-29,,,14,,,,nflverse
,Garo Yepremian,K,,0,68,175,1944-06-02,,,14,,,,nflverse
,Gary Davis,RB,,0,70,202,1954-09-07,,,14,,,,nflverse
,George Roberts,P,,0,72,172,1955-06-10,,,14,,,,nflverse
,Gerald Small,CB,,0,71,192,1956-08-10,,,14,,,,nflverse
,Guy Benjamin,QB,,0,76,210,1955-06-27,,,14,,,,nflverse
,Jim Braxton,RB,,0,73,243,1949-05-23,,,14,,,,nflverse
,Jim Langer,C,,0,74,250,1948-05-16,,,14,,,,nflverse
,Jimmy Cefalo,WR,,0,71,190,1956-10-06,,,14,,,,nflverse
,John Alexander,EDGE,,0,74,250,1955-11-12,,,14,,,,nflverse
,Kim Bokamper,LB,,0,78,245,1954-09-25,,,14,,,,nflverse
,Larry Ball,LB,,0,78,232,1949-09-27,,,14,,,,nflverse
,Larry Gordon,LB,,0,76,230,1953-07-08,,,14,,,,nflverse
,Larry Little,LG,RG,0,73,265,1945-11-02,,,14,,,,nflverse
,Leroy Harris,RB,,0,69,220,1954-07-03,,,14,,,,nflverse
,Loaird McCreary,TE,,0,77,227,1953-03-15,,,14,,,,nflverse
,Mel Mitchell,LG,RG,0,75,260,1953-02-21,,,14,,,,nflverse
,Mike Current,LT,RT,0,77,274,1945-09-17,,,14,,,,nflverse
,Nat Moore,WR,,0,69,180,1951-09-19,,,14,,,,nflverse
,Norm Bulaich,RB,,0,73,218,1946-12-25,,,14,,,,nflverse
,Norris Thomas,CB,,0,72,185,1954-05-03,,,14,,,,nflverse
,Rick Volk,S,,0,75,195,1945-03-15,,,14,,,,nflverse
,Rusty Chambers,LB,,0,73,215,1953-11-10,,,14,,,,nflverse
,Sean Clancy,LB,,0,76,218,1956-10-22,,,14,,,,nflverse
,Steve Towle,LB,,0,74,233,1953-10-23,,,14,,,,nflverse
,Tim Foley,S,,0,72,194,1948-01-22,,,14,,,,nflverse
,Vern Den Herder,EDGE,,0,78,250,1948-11-28,,,14,,,,nflverse
,Wally Pesuit,EDGE,,0,76,245,1954-03-04,,,14,,,,nflverse
,Wayne Moore,LT,RT,0,78,265,1945-08-17,,,14,,,,nflverse
